StoryID,First Ending Sent,First Ending Kmeans Distance Metric,Second Ending Sent,Second Ending KMeans Distance Metric,Correct Answer
26e62478-4a62-4f71-8449-26edcf3905c0,He cuddled up to the dog.,1.6215290380543463,The dog found him and mauled him.,1.7967767113614281,2
a7ac822a-737c-4734-a6a0-05763dedc94b,They gave me a big illustrated book on African animals.,1.159828910331366,They gave me a book on the history of the computer.,1.2567309697376803,1
ba6be46b-029c-49d7-a56b-f8ec2f6f774a,She ended up making a bad grade on the assignment.,1.8282681317291603,She played basketball with her friends all afternoon.,1.9485755608159159,1
970cf7ed-b730-41a8-9675-85790da3004e,The young boy went home disappointed.,1.300475907716424,The coach offered the boy the starting pitcher position.,1.303823357489907,1
3c9de9fe-20e8-4b46-b795-f474a6cc1ccb,Sarah began to watch tv.,1.623096190182736,Sarah found spoiled milk on her desk.,1.6719060232641354,2
43d9d4f7-8542-4e45-ab22-5880462eb2a5,Mark hoped the procedure would stop his dental pain.,1.591078831101826,Mark's coworker told him he wasn't going to vote in the election.,1.7133224980757218,1
e83f7e0e-0ff6-4546-b154-1c317dfa8526,Lulu turned off the dishwasher.,1.8639407713187528,Lulu turned on the dishwasher.,1.9732197496799637,2
73f5afd2-f1e4-420c-b536-ac86aed95ca5,Bill was proud of his work.,1.696957074400523,Bill searched for the cows.,1.61274192640558,1
e30c01b0-c968-44bd-8f78-4d1a1ae83ff4,"He agreed,",1.899027551886439,Terry's sister decided to get surgery on her thumb.,1.6427955140707595,1
ccc59d4b-1e20-4c63-bbdb-a45cff6bc456,Mary's boss is happy with her sale.,1.5382418348276405,Mary is sad she sold a car.,1.5569970100551815,1
661e7f71-ccc5-4101-a026-32b0ab3c648e,Brie was glad they had become friends.,1.7365528373721004,Brie hated cheese.,1.7825517669972657,1
efe9f092-1035-4d33-9527-8959d4f71fd4,He installed a beautiful new kitchen floor for his home.,1.3776509266752632,Tim returned the tiles to the store the next day.,1.3598325452050055,1
ff9b9128-31a9-4a2d-8fe2-b53affce964d,Dave checks the internet for more concerts the he will like.,1.6642208547890196,Dave took control of the helicopter and landed on the field.,1.5654530618432259,1
3f7f71e4-82a7-4ad4-8bb1-4a02e11cb1b9,They rejoiced at the sight.,1.8495753397141126,They mourned for losses.,1.838638053328087,2
af7b1f70-856a-4394-92f1-ecc901678956,Joe eventually won the fight.,1.9615201715177817,Joe finished the fight with no cuts or injuries.,1.850400560004857,1
0a17cbf9-397b-4382-9ce0-0fd835626775,Jimmy felt sick to his stomach.,1.9821526396566052,Jimmy ate another chip from the bag.,1.7775895755676097,1
d88e0944-c71a-4c76-b100-44e42247fb1d,My son and I did not do well.,1.729135936987588,My son was happy that we won.,1.8150481518690247,2
c5c0be96-86bb-43f7-8c71-f1c475cedf65,He eventually made the team.,1.6881012354057812,He decided not to try out for the team.,1.5717496495855194,1
d32397e1-f5c8-4e0a-923b-b941a169a888,Harry was glad he saw the movie with his friends.,1.5243226582856715,Harry really liked the movie.,1.4046161244436084,2
942054b7-4c71-441e-ab8a-83e413c79604,"He was fired that same day, and walked out of the building.",1.6812195591629544,He realized he would fit in perfectly at the new job.,1.7026468430033577,2
4bc45635-2e6f-4bd1-bbfc-c66db6521b7b,Ellen was horribly afraid.,2.272049384530809,Ellen felt really calm.,2.2506848244122777,1
0c555fc3-d387-49b2-80a5-6c02ca258565,Pearl's sister hoped to please her.,2.0738278452190078,Pearl's sister was seeking revenge.,2.1472534739005997,2
063223d1-69ca-4296-baa6-295672e57351,Anna watched the sea life and thought about the wonder of nature.,1.6298782264033158,Anna felt disappointed by her trip to the shore.,1.640459722875423,1
1375cd8a-0967-465e-b190-b445d9f76bf5,Brianna hated s'mores.,1.882926308351636,Brianna loved s'mores.,1.8837360867497934,2
beb8a610-250a-4f87-98ec-0bd59bbd472e,Shay was finally found weeks later in the woods.,1.907944920871241,Shay felt overwhelming relief.,1.735959667388942,2
7be7a3f9-49c3-4a62-8f7d-13c95a530452,They figured out which restaurant it was.,1.6315818044954875,They went back to eat at the same restaurant.,1.6579945333513322,1
6bf5185c-501a-449b-bc7b-c096f66c18d7,Arnold was calm and happy to the see the bird.,1.4282027652687446,Arnold screamed in terror!,1.9369696636378229,2
3d4aa8d1-9c33-47db-91d8-91982635e8d3,To cheer him up Kip's parents took him to Florida.,1.8572990286553193,Kip dreamed of snowflakes.,1.9048814379790633,2
5a4e4ff0-d972-4991-8f91-bcf4dae1288e,They praised him.,1.7467545722195341,The bully was expelled.,1.6862684353845963,2
069fe406-47af-4c57-ae9c-2ffea2a0f7ee,"She traveled home to see Sam, and they missed each other!",1.9829563471046958,"She broke up with Sam, leaving him heartbroken.",1.7710629665061297,1
efd324dd-68fd-4a7a-a860-8939f7f1e4c0,Joey hated camping.,1.4760879144748635,Then he roasted marshmallows.,1.378209766157936,2
0f277b11-2ac7-4769-b857-6055461ec558,She ate a huge lunch.,1.9305332938354038,She threw up in the toilet.,1.8472202472791135,2
1d846682-2dd7-422a-b77f-975ca683ed88,Everyone was impressed that Jason had become bilingual.,1.6578800570713,Jason's best friend was not impressed.,1.5507565948618094,1
dce8a563-9c78-4ace-8ca1-3e1b6fd2b1b6,She was mad because Todd wouldn't stop talking.,1.559949710264972,She decided not to speak to Todd either.,1.4917142351018393,2
5df54bbd-457e-4c76-be01-e6ece9d8a254,We hate parties.,1.836614830531169,We had a great time!,1.8374413667977025,2
99d2fd49-f52a-4c24-89c7-3b346f4c5169,They handed them around to all the neighbors.,1.5198092743857,They gave all the hamburgers to passerby.,1.43912439353424,1
0c375b3e-3b7c-4bd0-acdc-7d4e71b8dbf8,School stayed open longer than usual.,1.6913128716976413,School was cancelled.,1.7901860629524027,2
c56e19f8-ebcb-4986-b474-ddd42dbbdfee,Larry was mad about his score.,1.5788835913812918,Larry was excited  to have scored his first hole in one.,1.7100134355448025,2
6e85099b-6686-4fca-a81a-bbf17f40c09e,She didn't want to binge eat out of depression.,1.617319214769708,She is very happy no one gave her gifts.,1.6144574679696917,1
103b8bac-e6b4-4682-a040-5090410685d1,I decided to go for a run.,1.4656478764422987,I went to the interview and was happy to get the job.,1.3270403059068212,2
930c9d40-894e-49ec-ab5e-e99632fc7136,She spent the money on going out to eat.,1.5424417452263761,She bought and enjoyed the shoes.,1.4981692465102292,2
bf5a0b2e-43fa-4e0d-957f-7beff5009909,Ora took a bath.,1.8225663170423931,Ora took a shower.,1.79824309739155,1
5830252c-4cd8-4df2-a3d2-ffc46a1391cd,Allison plans to pay bingo again in the future.,1.8343817366682376,Allison thinks bingo is boring.,1.621123418391549,1
261f4708-683f-4aba-8fa5-5b267ebeef0c,Nya missed the parade altogether.,1.6242638365191726,Nya was excited to be able to watch the parade.,1.526718252831532,2
1d503d1e-84cf-4461-86f0-948a27c9330c,So Tom moved the plant to a window.,1.7438823622807649,Tom closed his windows to block out as much sunlight as possible.,1.7271245715163044,1
148092ae-3c1b-449f-9901-8057f5dd76c3,Ranger fans want him to go away.,1.4615754883907683,Ranger fans are looking forward to his return.,1.5350264809510417,2
aacd1de8-0707-4870-a2b8-2fb9fa0b484c,Avery dropped out of school.,1.769395595625081,Avery finished her project early.,1.6728058062952527,2
42736ec0-16cb-4e19-9404-d48ca24d08f2,Chester immediately threw out the shirt he bought.,1.7676001112265123,Chester was very pleased with the shirt he bought.,1.6964806133860704,2
5e7c3657-d66c-4d1a-aba3-8ce8fb109538,Gina wished she hadn't wasted her day.,1.828830227503769,Gina was glad she had wasted her day.,1.6404833698797918,1
7abd6e73-645c-4ab4-a63d-2a232eea4d1d,All my clothes smell great.,1.5226299594206456,I will do laundry right now.,1.8545494701929162,2
e4724aa4-c974-43b9-902b-9e0a50e21465,He was happy.,1.4073354879411029,He was disappointed.,1.5459220652501076,1
6e61a007-5fa7-4275-b45c-9a2d7a8ad2a8,They were so relieved.,1.1817624232515165,They were disappointed.,1.2314345090460157,1
1bbba135-3f42-4f1b-9bb4-6fcc69df64f0,They walked around campus and got invited to a party.,1.6157448294236765,He thought college was going to be miserable.,1.6980499013804282,1
50e7e0b7-5c28-462d-8bd6-3bdfecf1f40f,She listened to a book while she ran.,1.6216090244760775,She was glad she is never bored of music.,1.5914382139623042,1
0edacb01-c9c8-4f8e-bf3f-f43518f03213,She lasted the whole night.,1.6369963808171855,She turned on the stove and made herself dinner.,1.7403321735837807,1
106fb699-7469-4d23-a582-29d7ae7b2898,Sam had no car.,1.7323327964789008,Sam was unhappy.,1.7677457389965787,2
9fdef8c0-2910-4eb7-8f79-979dea4b7aa1,Winter is the season that sees the most skiers.,1.526425852841814,By the time she got home it had become warmer due to spring.,1.5501520932945334,2
c761de18-82df-47ad-a7ba-1e97533a2406,He was happy to be in Iran.,1.3846986404985342,"He left immediately.,",1.5467589220955653,1
1ee61f07-0a66-4d41-86a8-26a30660d3f7,The girl said yes to Andrew.,1.7173713776255486,The girl cried hysterically.,1.7718565324302757,1
b90a2af2-8141-466c-bce3-d0b8c599cfc1,Amy then left the airplane and drove home.,1.4721040873973668,She boarded her flight just in time.,1.3473202841044976,2
1a4ca91d-6bae-4a04-b605-b9a645099621,Paul was very frustrated.,1.3620727651999436,Paul was very pleased with his results.,1.5040213308445258,1
419324ac-9daa-4b86-ac21-482b3bcef5ca,The mouse got away.,1.5533954764551738,The cat decided to lay down and take a nap.,1.526054279901955,1
3ab12b02-0972-4e68-98a2-72bcab9257a8,Neil found the trip stimulating.,1.6054937702453624,Neil found the trip dull.,1.4815541010515934,1
043877dc-d64a-4868-9600-72d27c0f8aca,Mary was very happy.,2.0107312188956024,Mary felt unappreciated.,2.05325304887903,1
091644b8-fd23-4acf-a3b4-e244669f7f45,Gina and her sister had a great time together.,1.8689525484169507,Gina disliked spending time with her sister.,2.026157055594936,1
c00cac38-57df-49de-95fa-bdf5e94f52ea,I went to swim and enjoy the sunshine.,1.1620259634380525,"My plans were ruined, and I went home.",1.158839087357638,2
0d70ad27-5468-4aa8-b375-c0a273f73bab,Arnold loved his girlfriend's cats.,1.523274221943729,Arnold dumped his girlfriend.,1.8057448912949041,2
add7d561-802c-4697-8280-484420ad3d80,Leah gets fired.,1.4513337155147985,Leah gets the job.,1.1400593654008182,2
4615d59f-be35-4bb8-8990-988e2f16ade7,Bob felt very energized.,1.7107894468859564,Bob decided to stay at a nearby hotel for the night.,1.6059510963330386,2
f5e38006-7951-497d-812b-a272e2ba5780,I cheered when the Beatle came under the spotlight.,1.4853206517201585,I began to tremble uncontrollably with terror and dread.,1.668394453017016,1
5828f905-bd2a-4c27-9c05-7f6a6e16fe0d,Joe liked how the blinds let in the warmth and light.,1.7195276951349365,Joe was pleased when he put up the new blinds.,1.5929665577951138,2
6b1c8d84-ad44-4247-ab03-dcf4c6bbbc82,Joey knew everybody was just teasing him.,1.6410095758312238,Joey took his baseball and went home.,1.4747355286387371,1
c82c141a-27e9-4a5f-9b3e-c1ae1f33ace5,He made sure to buy rechargeable batteries this time.,1.9126674825200825,He made sure all of his bills were paid on time.,1.8277950332806499,1
603fff0a-05d0-48f5-84c1-550fc754256b,Now I can bike 30 miles.,1.3716260456488274,I am so out of shape I can't even bike a mile.,1.338067148149974,1
f934d116-c42c-4ec4-9b6c-d910999099c2,That was the best trip of my life.,1.3941357589339034,I decided never to go camping again.,1.6039273178297893,2
e29bc99e-a7be-45bc-a36a-bf68c6ff5797,I was worried about my grade.,1.5268350847585435,I was sure I would get an A if I didn't turn in my essay.,1.5100163579611408,1
64f920dc-a877-4397-9b07-f144432fa0ca,Sally hopes to lose her job.,1.5229260158171007,Sally hopes her boss will keep her.,1.58797481063173,2
7fa74ecd-3feb-4205-b2a4-d173f8b0c2bf,We found we made a mess in the kitchen.,1.5190004137747217,We decided to sell our candy to a local boutique.,1.5087327697164397,1
88670c09-ace5-49cb-960d-3eb7ddaf950e,Will started to listen to his teacher.,1.6368277583841286,Will wanted to be a janitor.,1.60747325040876,1
ca7ffb91-a043-4ab6-adcf-d43917f8e882,Emily was reprimanded by her parents.,1.6523588875044357,Emily's parents cheered her on.,1.3507378125420795,1
4eec9565-76b4-4dc4-91df-479c71dcef70,We enthusiastically played the game till it got dark.,1.6322433783692882,We put the gear away and went our separate ways.,1.5180189231908243,1
14791a39-5879-4cc8-91ef-ce366e93bdc6,I was successful.,1.4850868536860877,I decided to quit using the computer.,1.368250325358199,1
d6c07fc5-9379-427c-8db3-d1e216c61829,She was the first person to arrive.,1.3944582942018517,I was better for her to be late than to be unprepared.,1.5083792539122085,2
1759a271-0642-4f98-9330-4b577776b818,I thought Jack was very polite.,1.6831063676164493,I thought Jack was very rude.,1.745157418574362,1
a711473b-b049-4d72-b54a-0f545f3a790f,Gabe decided to purchase a desk for his room.,1.1969610474980483,He polished the wood after he built the desk.,1.2851894939089252,2
dcc66657-38b2-4f66-88de-8edfab3399d5,Jerry decided later it was easier to collect unemployment.,1.560305648287892,Then recruiter set up an interview for Jerry.,1.4745024354431222,2
d18c71ac-cd73-44a3-8e2f-0bfa247ba70b,Emile eventually got a job as a chef.,1.3740321942387137,Emile stopped talking to his friends.,1.417404372468492,1
8b7ab48c-435b-49f3-926d-74cd9a50fa41,She caught hypothermia.,1.4475122016601776,She finished her latest book.,1.4667428192628702,2
ffcd78ff-f1c4-416a-b3d7-d4f9fe32c83a,Harry wished he wouldn't have went.,1.9780271239212677,Harry was so happy to be in the goo.,1.8271521580792944,1
55384f51-96ba-4ce5-91b0-2a5f55e1b028,He no longer had any interest in wrestling.,1.6580697041249717,He retired early due to injury.,1.5024438581889001,2
7de18c96-2e6d-4316-a853-c696e3d733f9,Joan felt bad about the dinner but glad she was assertive.,1.7584987440295987,Joan went to the restaurant the next night.,1.7621530478239198,1
1f677d6f-802f-4b54-8e0e-2f4adc4259f9,Jesse's parents were upset with her.,1.727574271806785,Jesse's parents were excited to see the tattoo.,1.696863887574732,1
ca30ecd2-9808-4e52-9c0e-4b9e0ffb3f8d,Juliette built a volcano.,1.529115344659886,Juliette was bored.,1.8627167044968485,1
2f595ff8-e86c-4de5-aa27-211501bc5a4d,Rob finally left to hang out with his friends.,1.7419435392976153,Rob was very happy about spending time with Jaclyn.,1.712144089806832,1
a2676c5e-becf-477c-9de5-a1356bf7456e,All of the eggs landed safely.,1.8335375332013175,Sharon broke all of the eggs.,1.761542761000074,2
b0d23a4d-9885-4428-87a5-aef0a58b8928,Ella had to be taken to the doctor.,1.669765993955784,Ella was unscathed from the fall.,1.6045969452232856,1
7ea28324-be74-49bf-9f4e-314c874819c7,Bobby passed the football for hours after the game.,1.6300524371282843,Bobby took time to recover from the injury.,1.4746377467249319,2
2ae5e008-8777-465c-8cbc-7b42db210ea5,Susan was upset with the whole ordeal.,1.315041699054031,Susan was very happy with the experience.,1.3616943761406126,1
ff8e9ac7-0619-45d1-b827-7ff4275e399b,The cactus flourished under his care.,1.67781981264252,The goldfish were very happy and healthy.,1.487420809539568,1
b155c21e-4c58-430c-9053-3e4f5d896145,Gina went straight to bed.,1.8285821095495265,Gina decided that it wasn't late enough and went back outside.,1.9100687344925944,1
c1984cf8-6fc1-43c0-929b-c6d713c41ffb,Avery's parents were proud.,1.5679409088561227,Avery's parents were ashamed of him.,1.5271691123539948,1
978b1dfc-732f-4856-9a14-05011f2a4855,The orchids would be ugly.,1.7284729717883753,The orchids would be beautiful.,1.7351703289328841,2
811ef3dd-2646-4008-967e-009049c2624a,And asked her to marry him.,1.7416979003927993,And he started laughing hysterically.,1.8197043883657642,1
0e1cae86-3c60-4150-b34a-f306fa9fa1e3,Tommy had good friends.,1.6670716221402138,Tommy had bad friends.,1.6930074349905144,1
e5d75f5b-9c53-4698-a49a-4559715831e3,We went to a dentist who pulled the tooth.,1.5480965789836538,We had a week of hell as her tooth came in.,1.657692021505292,2
215b8a85-692e-4d23-a29f-c9077d9bae51,Amelia decided to never go back to Mexico.,1.5880003469504198,Amelia decided to vacation to Mexico more often.,1.5988555033729912,2
4828eea9-7ca1-47c6-9b58-3b52884ac626,We told the kids that Santa must have share with the reindeer.,1.705247485299758,We told the kids it was thanksgiving.,1.5977565863862302,1
976a11ff-1a3c-4f4f-9b21-3179f2d9cf20,She was so grateful and promised to pay her coworker back.,1.600281030500733,She did not want to eat.,1.5390017492832802,1
ce73399f-5905-4bc1-9ab4-5d12c7039cf2,The government continued to fund computer labs.,1.6190118675104,Kids suffered from the computer labs.,1.6642049543985453,1
e71d07b3-5647-4fa3-9b90-27ea083b39a0,The baby even pet the dog right afterwards.,1.7782624330356547,Officer Dunn was shocked about what his dog had done.,2.10324743349429,2
952a11be-e6f9-4e0b-9b9d-2b2be66a3a54,I cleaned my motorcycle after I got home.,1.26002342477266,I changed the wifi password to enhance security.,1.3029878448175534,1
d0ecfef1-dc1f-4c54-820a-04e4c623da1f,Ryan got fired.,1.784546659662479,Ryan got promoted.,1.695342999264251,1
629ec1e3-0d93-45bb-a0d9-cb645c89ffe7,The man stopped at the rest stop and got out of the car.,1.4328650096982334,The man kept driving for a few more hours.,1.3219980284420803,1
1335f94b-5780-4228-8c68-74e56ddd452e,Josiah crawled to his mother and took the toy.,1.5562042500922069,Josiah rolled over and played with his feet.,1.5561493825058008,1
19b67b77-cb21-48dc-bde9-87f8670a1538,I brought a dog home since I have so many dogs already.,1.321288454316912,I drove home with the mini pig in my car.,1.2640624028950829,2
705a69e2-7aeb-4c94-a1fb-2997d11e74ca,All his classmates were very supportive though.,1.6694592667897485,His classmates taught him to overcome his fear of heights.,1.5674350572102806,1
552067ec-e238-4c17-8fd1-e627fa6c0af5,Matt and Lexi had a great time at prom.,1.7239220848408332,Matt was miserable at the turn of events.,1.6482551930410883,1
d84e663f-3654-4808-a3d2-cff4f40bc5b1,She was heartbroken.,1.7470433551833278,Shyanne was overjoyed.,1.9134282720045694,2
6318c4bc-e94f-46d1-b8cb-cbf9c8bb2d58,John had carrots instead.,1.487826826530697,John devoured his pizza.,1.8934808999045885,2
0db573d0-dc8e-428b-a483-6e71a11a0b94,Then we collapsed on the couch and slept past noon.,1.4682189704475108,We ran in hopes of improving our speed.,1.4311819422810788,1
120aac36-5d49-4b9e-ba55-7a45495cb786,Ally used the three hundred dollars to buy clothes.,1.9280240471626984,So she bought a new cell phone.,1.7719511775346704,2
28bf468c-50cf-432e-abae-216ba816a399,The worker thanked Mark for his patronage.,1.8917983954996584,Mark has a court date next week.,1.547403218536924,2
b9124010-865d-43e8-a341-75280447382f,I can't wait to to start the paint-by-numbers set!,1.7556172652931794,"But in a moment, I'm going to start the puzzle.",1.760552302254943,2
c977fd68-7741-448f-be29-f049268652d9,Rex loves cleaning the bathroom.,2.1307837832819367,He feels better about his room.,1.8085019242103115,2
ea067ab3-67d0-4860-a5f4-7ee4492d3f3e,I aced my exam.,1.4784135831414527,I failed my exam.,1.7188713741809538,1
feb5f3a2-3e9b-466c-82b0-931fec45abc7,I washed the blue shirt.,1.199635155254255,I wore the blue shirt.,1.2213142956818628,2
71da85fa-e6bb-44e7-82f4-3eae7fb0c2b8,He fell asleep.,1.5085931107558201,JJ stayed up all night.,1.414739466330281,1
0fd8d108-d8ea-4093-8a35-f51cf70fe5fc,Todd is proud of himself.,1.4448330128388283,Todd decides to study as much as he can before tomorrow.,1.457222050277207,2
e06719bc-6fdc-44b0-b40d-2892b339ba7b,Maggie was happy to have a new companion.,1.7006001635470254,Maggie wanted to be alone.,1.6775879170654053,1
2ce0a18d-0c2f-48bc-b634-73ee52b540f0,I did not have anyone to talk to though.,1.386045962950749,"When the ride was over, we parted ways.",1.4917215208942174,2
0a6db8cc-a132-4588-b5d5-2ea500b33c05,"Eventually, she hated all men.",1.7232581181627653,She felt better playing with a group of nicer people.,1.859422496216075,2
99acf9ff-e624-4ab4-b904-ec640c20593c,Bobby was bored.,2.0146329752974452,Bobby enjoyed the carnival.,2.0017076823069084,2
f1911438-d757-4798-953e-eee6c5397dc6,Al and Val went out to eat.,1.6838776163316933,Al felt even lonelier as time went on.,1.6038015487678738,2
da333c2d-fd57-4270-871d-8dee0045f51b,I wish I had gotten more tickets.,1.6655490805029651,I now drive at a normal speed.,1.5476513350353327,2
c63cf569-80b3-42a2-b42f-cf47598684d5,David learns to play piano.,1.6474703052399686,He has a great time in Oregon.,1.5223121901070142,2
ff38333b-722a-4c39-94b7-5ba1dfc6e556,But it was worth it when she saw her straightened teeth.,1.6873942921333749,She couldn't wait to get her braces tightened each visit.,1.7685770272259216,1
c32c85c1-62a3-461a-88f9-bf8d98c057fc,Jayne ate a delicious meal from the fruits of her labor.,1.6103755330003207,Jayne decided to set fire to the garden and destroy the farm.,1.6503880041348444,1
9bafd29b-aaf8-47e2-b0d1-b4600723e8f4,Amy then drove to school.,1.214838158115213,Amy then had to walk to school.,1.1736699505157593,2
add4b967-73e6-428c-8b76-0d35e20d61a4,Rod died in the fire.,1.385645310490962,Rod was proud of what he had done.,1.555700821343496,1
f89a91ee-9f17-41cb-925c-5cdf45990be3,Barry voted.,1.7131260245154163,Barry turned around and went home.,1.7338498718220023,1
b5a83206-0f36-4dce-84ae-083105802b6a,"She moved into a smaller, cheaper apartment.",1.3846915479711,Amy signed a lease and moved into the apartment.,1.348111359326587,2
2ba6a29f-c6cb-4be4-8958-3f76ccf6f08e,I got to eat the slice.,1.7343249441426045,I ate a hamburger.,1.7863420310155074,1
14109871-2c9b-499e-8033-c5f2b0d14a1b,May and Cathy got along greatly.,2.000840037876805,May went outside and Cathy never saw her again.,1.8031652970046756,1
c8a83dec-8666-4241-8637-daf8c5e9c9fd,Monica was pleased to see her friend admire the homemade gift.,1.53144275119609,Monica knit the scarf to donate to an orphanage.,1.4552341947540677,1
ac6e7c57-bc25-42a7-ac90-05098af8d1df,The suspect decided to turn himself in.,1.63293620609037,No one seemed to notice the suspect.,1.6033444459022252,2
1a6f72b0-88e5-47b8-92d9-141200921477,But eventually they get together anyway.,1.4771157346344064,The boy and girl's parents are very happy they love each other.,1.2905392315413515,1
77d497cb-8ea6-4fa0-8b07-637f789425c2,I was thrilled.,1.6988825087861144,I was completely bored.,1.8199561240234607,1
60c41b64-a700-4370-8ed7-4061f074d9a1,I drove to the beach.,1.535692102252923,I decided to visit Vegas.,1.5096689648127266,1
999f3b11-5d26-41bc-a542-e0a6dafba00f,Steve's wife was ecstatic about the gift.,1.7226111856934743,Steve's wife filed for divorce that same day.,1.7696105439808498,1
1e71748f-a74b-4117-a7cc-4cd49620228b,John went to the movies by himself.,1.8225844696668625,Jon loved spending time with the kids.,1.7217553533072925,2
686d0a57-8b7e-460f-972a-65c314ef3999,Ben was fascinated by the string.,1.3191698628301969,Ben went for a run.,1.2529777343511332,1
a77d6cba-d46b-4801-bb5c-70fc0b97800d,Juan decided that being  luchador was a stupid aspiration.,1.5565222014259243,Juan was very successful eventually.,1.5355513259200217,2
6d8ef0c4-7b5f-443b-b9e1-c95bb507a55e,They finally decided on one boy name and one girl name.,1.6406966778376737,Tori had to go to therapy because she was so upset.,1.5566734195927405,1
7114ba39-aebb-45b2-a2b8-4d53647c81ea,Sara was then able to stop by and get food.,1.5646156954016157,The food was too unhealthy for Sara.,1.6259537007550635,1
015efb0e-8d0f-4a81-8bb2-c1906451f09f,They decide to be lab partners in their class together.,1.5297144694826605,Rufus is happy to have a friend in Geometry class.,1.4734776990771006,1
cd0399d2-96c1-4a2c-a0e4-2361312a0bf8,He was happy to get the Chemistry set.,1.7310969127952704,He was disappointed to receive the Chemistry set.,1.7454018060892909,1
d08d37fd-9914-44c3-a11f-591565f46a10,It ate the territorial hummingbird easily.,1.5060949071526872,I shot the rat and tossed the body into the garbage.,1.376998293979173,1
3a90aa96-7867-4e9c-82fa-2904543f072c,Lo figured the math problem.,1.9426788800697263,Lo had the best costume in the play.,1.9519865955926954,2
69490a80-2168-459d-8081-c427fad01c74,We later decided to start a small band.,1.5854869630923099,"Later, my manager told me he didn't like the beatles.",1.6005190597204209,1
35db21bf-01e3-4eb3-a3ec-98869fe34242,Tyler got depressed.,2.020765717731533,Tyler was elated!,2.1755145453458313,2
15946f27-9852-4e00-a6cf-f0f8d1e6c471,She was excited because she loved going to the dentist.,1.6160103157781074,The dentist was able to make her tooth feel better.,1.6684672581169426,2
56fa9b11-6e0a-4f67-ac67-30e4ff40dcb1,Derek never read again.,1.979971119038636,Derek now read all the time.,1.8473108209085956,2
965b65fb-69f9-44dc-9d7a-abf73c77c5ab,The bar asked me and my friends to leave after a while.,1.4271505614378734,After that we all decided to go to a restaurant.,1.599122147434543,1
a6ef24b0-8d15-442c-905b-9952779c27a1,Pat got in his car and drove to work.,1.4164209274156598,Pat felt silly for pretending to be sick.,1.6813606045337952,2
bfb3cf0c-3cce-4b1f-b953-ebccf25217f6,Greg filed a police report and they eventually caught the thief.,1.492661526268551,Greg judged the chili cook-off competition.,1.7548509683817635,1
701cea8d-4be7-4533-a5ae-2558ea63dd4d,"He had a miserable weekend, but told his girlfriend it was great.",1.5290330560571372,Johnson was an avid outdoorsman and hiked often.,1.584384011996982,1
2a5347ad-a91c-42c3-86a2-b8e3edcdb4b0,Pete kept the wallet and donated the money to charity.,1.5522152924661,"So, Pete kept the wallet and bought a new TV with the money.",1.4444460303996762,2
31787fb8-6f36-40f6-88f3-f588c5cb28e2,Sally thought her sister was cruel.,1.5755566881287797,Sally felt better.,1.7342468894705725,2
fdbceae0-770a-4d16-8890-75362a17e25f,My son died and we buried him in the graveyard.,1.797555214748713,He has a scar from the stitches.,1.8952780809719472,2
be83c2be-8761-4cce-8c56-dc027929393f,Lorelei calmed down after getting the teething biscuit.,1.4435972102331212,Lorelei chose to get flowers.,1.556474870895594,1
5ac09084-6bac-4761-b8d8-adf3b7912dab,The ducks liked me a lot.,1.2615508187008377,I ran away from the ducks.,1.2324049316220163,2
51f11eec-b9eb-4bae-acd7-03886c91675e,Lewis started to dance.,1.6864321519642738,Lewis laughed and told them not be afraid of the bats.,1.5829357198481944,2
81e69e5d-2cb1-4059-b497-b43577392a99,Sara made the purchase enthusiastically.,1.5696896638810818,Sara decided to buy a Viola instead.,1.4877978631401654,1
ca70b26c-2edb-474f-8b2e-6f3f00905fb0,Bill started to get ready for school.,1.6542718832358787,Bill felt relieved.,1.9817624512032523,2
bb49eaa7-a2ea-4ca8-9ca9-838bfe384b4e,Martha became an expert seamstress after a while.,1.6129031751994451,"After a while, everything Martha cooked was delicious.",1.7391402494901262,2
a643c405-45ac-4245-a3d3-66208ac077f9,Both cats were very healthy.,1.5053434404233625,I took him to the vet to treat him and he got better.,1.7270424369000796,2
aec3209e-fac7-406f-a129-7c2b41c20fe2,It ended up dirtier than it was before.,1.3563078208217076,The carpet looked almost new after it was cleaned.,1.3237074762105758,2
851b28b1-31d3-4f81-9414-1760f328f07a,Being healthy isn't always fun.,1.5552570312821432,She loved the donut she was eating.,1.492671996262893,1
c19ec643-99c6-4a27-bb9d-689ff5d5a036,Anna ate all the wings as she drove home.,1.668590207222474,Anna was happy with her meal of lasagna.,1.5111590872217753,1
e8c07445-8e02-45bd-8b31-a3696b3523c5,I never watch television with my brother.,1.698716675530834,I agreed to let my brother use the remote first.,1.5602172306675188,2
800c26cc-5a4c-46d5-a417-c52e53482df0,"When the plane suddenly corrected, Ivy felt a wave of relief.",1.6750780029798467,Ivy was glad she had chosen to fly.,1.5073090237077709,1
65dae43e-c570-4e77-88a6-0b64479e383e,Joey felt proud of himself.,1.949802771078974,Joey wished his parent's appreciated him.,2.0199415120131436,1
09052ed8-4951-496a-bf96-1d665b942abc,John decided to bring bagels to work.,1.724489170573829,"John reworked the presentation, and it was a great success.",1.7794346389129192,2
773e400c-9ba6-4aa0-9299-10253cac009f,Gina stole al the soap that was in the bathroom.,1.8633564384380645,So she had to settle for rinsing her hands off.,1.8116787620013999,2
